ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,ECG_DATA_STORE
5.4693,3.9602,6.8314,5.6192,3.765,7.1007,-0.2059,0.2196,-0.7073,-0.0328,-0.0392,0.0367,0,-3.58,-16.49,15.39,145.84,-22.58,-38.36,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,511267,2021-03-13 18:26:29:789,,,0.135
6.901,4.4267,7.4556,5.6862,3.8049,7.0257,-0.5481,0.0386,0.0499,-0.0864,0.0825,-0.0699,8.3916,-2.93,-16.44,15.11,147.59,-22.83,-38.98,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,511767,2021-03-13 18:26:30:289,,,0.075
5.4861,3.9845,7.8119,5.5593,3.8805,7.0857,0.259,0.6511,-0.2778,-0.107,0.0836,-0.0648,11.1888,-2.12,-17.26,15.64,150.34,-23.31,-38.12,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,512266,2021-03-13 18:26:30:788,,,0
5.6472,4.0597,7.7418,5.589,3.9065,7.0479,0.0769,0.0897,0.493,0.0774,0.0348,0.0195,4.662,-2.48,-17.22,14.7,151.17,-23.48,-38.41,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,512766,2021-03-13 18:26:31:288,,,-0.05
5.4522,4.1623,7.3793,5.6201,3.9193,7.0159,-0.3519,0.1875,0.2592,0.0145,0.0119,0.0223,0,-3.2,-17.02,15.84,148.05,-23.57,-38.77,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,513267,2021-03-13 18:26:31:789,,,-0.045
5.1684,3.8979,6.4258,5.6425,3.909,7.0037,-0.1999,0.1597,0.3103,-0.0025,-0.032,0.0036,5.5944,-5.13,-16.05,16.91,142.1,-23.49,-38.86,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,513767,2021-03-13 18:26:32:289,,,-0.175
5.7289,4.0159,6.4333,5.7512,3.9647,6.883,-0.3204,0.0426,0.2701,0.0531,-0.0463,0.0279,8.3916,-3.52,-16.44,14.39,146.12,-23.85,-39.88,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,514266,2021-03-13 18:26:32:788,,,-0.195
5.6226,4.2427,6.8731,5.8002,3.9695,6.8389,-0.2325,-0.0085,-0.5559,-0.0139,0.0211,-0.0089,2.7972,-4.3,-16.56,15.84,145.42,-23.88,-40.3,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,514766,2021-03-13 18:26:33:288,,,-0.205
4.9437,3.9698,6.1022,5.757,3.9427,6.8908,-0.7884,-0.0552,-0.5728,0.0081,-0.066,0.0612,4.662,-4.5,-17.14,15.86,145.74,-23.84,-39.61,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,515267,2021-03-13 18:26:33:789,,,-0.19
5.8507,3.9906,7.1495,5.799,3.9022,6.8786,0.215,0.1375,0.3056,0.0417,-0.0164,0.0151,0,-3.56,-16.34,15.47,145.07,-23.29,-40.1,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,515766,2021-03-13 18:26:34:288,,,-0.205
5.969,4.2276,7.4641,5.768,3.9703,6.8657,0.2743,0.3486,0.2661,0.02,0.0194,0.007,0,-3.87,-16.64,16.14,145.54,-23.88,-40.03,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,516266,2021-03-13 18:26:34:788,,,-0.22
6.0056,4.1856,7.7186,5.6432,4.0059,6.9482,-0.4781,-0.0406,-0.2901,-0.0402,0.0031,0.017,0.9324,-3.59,-17.27,15.71,146,-24.11,-39.08,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,516767,2021-03-13 18:26:35:289,,,0.145
5.7416,4.0375,6.0215,5.7301,4.0331,6.8608,0.2349,-0.4244,0.5172,0.0525,-0.0875,-0.0192,0,-4.03,-15.83,15.39,145.22,-24.28,-39.87,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,517266,2021-03-13 18:26:35:788,,,1.025
6.6849,3.9585,7.5404,5.7851,3.9406,6.8684,-0.5711,-0.15,-0.828,0.0539,-0.0273,0.0463,4.662,-2.66,-16.03,14.4,148.1,-23.69,-40.11,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,517767,2021-03-13 18:26:36:289,,,1.605
4.7049,3.6356,5.0016,5.605,4.0549,6.9508,1.1983,-0.1019,1.7202,0.237,0.1315,-0.1494,0,-3.11,-16.43,15.2,147.69,-23.45,-38.86,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,518267,2021-03-13 18:26:36:789,,,0.24
5.0446,4.0471,7.8325,5.5295,3.9233,7.0854,0.0234,0.3818,1.4248,0.2276,-0.0478,0.1036,0,-2.35,-17.81,15.65,151.95,-24.29,-37.21,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,518767,2021-03-13 18:26:37:289,,,-0.625
5.5723,4.006,7.0517,5.57,3.9625,7.0317,-0.0514,-0.0065,0.3101,0.1008,-0.1005,-0.0393,1.8648,-3.91,-16.63,15.06,147.39,-23.88,-37.92,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,519267,2021-03-13 18:26:37:789,,,-0.665
5.4529,3.1664,6.8423,5.6776,3.8701,6.997,-0.6073,-0.2967,-1.1217,-0.0232,0.0526,-0.0108,7.4592,-3.18,-16.15,14.35,148.57,-23.24,-39.06,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,519767,2021-03-13 18:26:38:289,,,-0.425
4.5124,3.3993,6.0721,5.5895,3.8538,7.0765,0.3984,-0.2489,1.2068,0.1647,0.2143,-0.094,7.4592,-3.26,-18.46,13.9,151.33,-22.98,-38.19,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,520266,2021-03-13 18:26:38:788,,,-0.18
5.2477,3.6096,7.1228,5.4848,3.8032,7.1849,0.4237,-0.5665,2.3347,0.1126,0.0718,-0.0739,5.5944,-3.26,-18.08,15.17,150.75,-22.62,-37.33,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,520767,2021-03-13 18:26:39:289,,,-0.185
5.5135,3.7598,7.2709,5.5727,3.7341,7.1534,0.1947,0.075,1.0417,0.1557,0.0096,-0.0092,0,-3.52,-17.34,15.27,147.39,-22.76,-37.8,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,521266,2021-03-13 18:26:39:788,,,-0.175
5.9225,3.5388,6.6922,5.7068,3.6363,7.0979,-0.7994,-0.5154,-0.4453,0.0981,-0.0885,0.0553,8.3916,-3.22,-16.84,14.68,148.86,-21.76,-38.8,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,521766,2021-03-13 18:26:40:288,,,-0.175
5.7669,3.6076,6.75,5.7914,3.6555,7.0191,0.4708,0.3645,0.7023,-0.0163,-0.0021,0.0303,8.3916,-3.32,-16.53,14.62,148.64,-21.99,-39.3,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,522266,2021-03-13 18:26:40:788,,,-0.15
5.8726,3.6431,7.1963,5.8706,3.6017,6.9809,0.0537,-0.0142,0.0962,-0.0513,0.0518,-0.0593,4.662,-2.83,-17.74,14.68,149.52,-21.49,-39.91,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,522768,2021-03-13 18:26:41:290,,,-0.15
6.0771,3.166,8.1731,5.7617,3.5131,7.1155,-0.8665,-0.6178,-0.7247,-0.0283,-0.0103,0.043,5.5944,-2.04,-17.19,15.11,150.6,-21.27,-39.26,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,523267,2021-03-13 18:26:41:789,,,-0.12
5.9899,3.2611,7.2941,5.7672,3.3991,7.1663,0.0878,-0.2525,0.443,0.103,-0.0335,0.0238,2.7972,-3.4,-17.76,14.45,150.95,-20.28,-38.83,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,523767,2021-03-13 18:26:42:289,,,-0.12
6.2519,2.7125,7.4135,5.8678,3.2444,7.1563,-0.4675,-0.8875,-0.3545,0.0332,-0.0274,0.0378,0,-3.16,-17.68,15.15,149.64,-19.32,-39.35,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,524267,2021-03-13 18:26:42:789,,,-0.09
5.8886,3.0959,7.4508,5.8154,3.2226,7.2088,0.232,-0.157,0.4001,-0.0428,-0.0033,0.0182,4.662,-3.52,-17.23,14.4,147.68,-19.18,-38.89,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,524767,2021-03-13 18:26:43:289,,,-0.08
5.6619,2.9068,7.237,5.7665,3.1773,7.2679,0.4395,0.3033,0.5313,-0.0705,-0.0313,0.0573,11.1888,-3.35,-18.5,14.89,151.14,-18.9,-38.43,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,525266,2021-03-13 18:26:43:788,,,-0.045
5.0651,2.5689,6.8369,5.7421,3.1131,7.3148,-0.6781,-0.5429,-0.1008,0.1427,-0.0092,-0.0227,0,-2.88,-18.15,14.95,150.12,-18.51,-38.13,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,525768,2021-03-13 18:26:44:290,,,-0.025
5.2621,3.4561,5.974,5.7589,3.1612,7.281,-0.7937,0.2617,-1.6651,0.1616,-0.001,-0.014,7.4592,-3.27,-17.25,14.6,148.88,-18.92,-38.29,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,526266,2021-03-13 18:26:44:788,,,0
5.7994,3.4766,7.7901,5.7198,3.1817,7.3028,-0.0178,0.5168,-0.5348,-0.0969,-0.0086,0.0121,5.5944,-2.64,-18.83,15.08,151.29,-18.93,-38.07,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,526767,2021-03-13 18:26:45:289,,,0.02
5.4823,3.6643,7.1221,5.7043,3.245,7.287,-0.7433,0.0705,-0.8461,0.0555,0.04,-0.0387,8.3916,-3.27,-18.66,14.9,151.33,-19.32,-38.05,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,527268,2021-03-13 18:26:45:790,,,0.06
5.9081,3.6791,7.5106,5.6895,3.3193,7.2651,0.2395,0.6323,0.3733,0.0094,-0.0546,0.0714,11.1888,-4.21,-17.93,15.24,148.33,-19.78,-38.07,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,527767,2021-03-13 18:26:46:289,,,0.08
4.6936,3.1226,6.5821,5.8481,3.3644,7.117,-0.3724,0.093,0.3937,0.1782,0.0308,0.0292,8.3916,-3.64,-17.33,14.85,147.02,-20.21,-38.29,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,528266,2021-03-13 18:26:46:788,,,0.13
6.2611,3.4561,6.8314,5.7991,3.2378,7.2151,-0.0316,-0.0134,-0.1011,0.068,0.0142,-0.029,4.662,-3.81,-17.84,15.97,146.57,-19.8,-39.98,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,528766,2021-03-13 18:26:47:288,,,0.16
6.717,3.6329,8.1293,5.9435,3.2068,7.1107,-0.2869,0.4757,-0.2395,-0.0385,-0.0835,0.0441,8.3916,-3.71,-17.36,15.91,145.29,-19.09,-39.89,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,529266,2021-03-13 18:26:47:788,,,0.185
5.7197,3.3972,7.5623,5.9909,3.226,7.0621,0.6236,0.2079,0.5381,-0.0431,0.0466,-0.1081,0.9324,-3.88,-17.3,14.48,147.1,-19.21,-40.31,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,529766,2021-03-13 18:26:48:288,,,0.195
6.2878,3.7587,7.1861,5.7113,3.5488,7.1385,0,0,0,0.093,-0.0634,0.0572,8.3916,-4.23,-17.61,15.29,148.08,-21.53,-38.85,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,530267,2021-03-13 18:26:48:789,,,0.21
5.5456,3.6732,7.7754,5.0736,3.5457,7.6064,0,0,0,0.1665,-0.1843,0.1167,5.5944,-2.95,-18.52,14.11,151.74,-21.15,-39.66,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,530733,2021-03-13 18:26:49:255,,,0.21
5.8127,3.7444,7.1269,5.9429,3.6103,6.915,-0.1681,0.0765,-0.2791,-0.0575,0.0473,-0.0318,8.3916,-4.05,-17.24,14.45,146.96,-21.41,-40.86,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,531165,2021-03-13 18:26:49:687,,,0.22
5.6506,3.5641,7.1649,5.8778,3.5043,7.0243,-0.4901,-0.1064,-0.1475,0.0425,-0.0212,0.0039,5.5944,-4.03,-17.58,13.9,148.58,-20.94,-39.92,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,531666,2021-03-13 18:26:50:188,,,0.215
5.8715,3.4865,7.5188,5.8763,3.4255,7.0644,0,0,0,-0.0373,0.018,-0.0049,4.662,-4.7,-18.03,15.57,145.14,-21.31,-39.34,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,532165,2021-03-13 18:26:50:687,,,0.195
6.1311,3.5193,7.1228,5.7755,3.6509,7.0346,0,0,0,0.0201,-0.0319,0.001,4.662,-3.47,-17,15,148.59,-21.86,-39.39,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,532601,2021-03-13 18:26:51:123,,,0.17
5.7905,3.5611,7.4675,5.9844,3.4915,6.9403,-0.3426,-0.0141,-0.8067,0.0564,-0.0104,-0.0044,2.7972,-3.94,-17.58,14.4,147.14,-21.07,-40.42,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,533039,2021-03-13 18:26:51:561,,,0.135
6.1034,3.5426,7.3803,5.9323,3.5212,6.9699,0.0847,0.1087,-0.3239,0.0425,3.00E-04,0.0025,0,-3.82,-16.55,15.47,146.15,-21.04,-40.4,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,533539,2021-03-13 18:26:52:061,,,0.085
6.0289,3.5713,6.6522,5.8651,3.451,7.0613,0.1697,0.1021,0.6792,-0.0268,-0.0285,0.002,0.9324,-3.32,-16.58,14.91,148.23,-20.6,-40,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,534039,2021-03-13 18:26:52:561,,,0.045
5.9187,3.3244,7.145,5.9234,3.4749,7.0007,-0.3065,-0.0868,-0.3957,0.009,-0.0539,0.0237,8.3916,-4.76,-16.85,13.3,146.23,-20.75,-40.24,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,534540,2021-03-13 18:26:53:062,,,0.015
6.1192,3.4167,7.2179,5.9916,3.4484,6.9556,-0.2353,-0.0951,-0.6297,0.027,-0.0097,0.0189,1.8648,-4.09,-17.39,13.21,148.04,-20.59,-40.74,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,535039,2021-03-13 18:26:53:561,,,-0.005
5.6711,3.1462,6.105,6.1625,3.27,6.8921,-0.3448,-0.0042,-0.9415,-0.1558,-0.0097,0.0124,0,-3.44,-18.25,14.21,149.91,-20.17,-41.32,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,535539,2021-03-13 18:26:54:061,,,-0.015
6.2915,3.4236,7.6724,6.1123,3.1635,6.9859,0.0025,0.1265,0.4111,-0.002,-0.0026,-0.0069,0,-3.75,-17.66,14.7,146.98,-18.82,-41.18,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,536040,2021-03-13 18:26:54:562,,,-0.015
5.8137,3.2786,6.841,6.1314,3.1714,6.9655,0.2338,0.2174,0.5785,0.0472,0.0023,-0.0314,5.5944,-3.04,-17.62,14.27,149.83,-18.87,-41.36,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,536540,2021-03-13 18:26:55:062,,,-0.015
6.311,3.2078,7.0773,6.17,3.2753,6.8829,-0.3182,-0.1471,-0.1754,0.0554,-0.0012,0.0097,8.3916,-3.96,-17.47,13.16,147.6,-19.51,-41.87,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,537040,2021-03-13 18:26:55:562,,,-0.005
6.125,3.558,7.3643,6.1556,3.3207,6.874,-0.3526,0.1401,0.2417,0.0043,-0.0392,0.0689,4.662,-3.62,-16.91,13.78,146.52,-19.79,-41.84,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,537539,2021-03-13 18:26:56:061,,,-0.005
5.8613,2.8155,7.1125,6.1485,3.2268,6.9249,0.0473,-0.3751,-0.141,-0.0139,0.0647,-0.0534,4.662,-4.01,-17.5,13.97,147.88,-19.21,-41.6,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,538039,2021-03-13 18:26:56:561,,,0
6.7081,2.9225,7.7617,6.1803,3.0765,6.9649,0.1332,-0.2431,0.0496,0.0186,0.0149,-0.0168,8.3916,-4.59,-16.43,13.79,143.23,-18.28,-41.58,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,538540,2021-03-13 18:26:57:062,,,0
7.0563,3.4687,7.1888,5.9719,3.277,7.0546,0.1848,-0.2159,0.2408,0.2374,0.0501,-0.1,5.5944,-3.82,-17.5,14.36,146.81,-17.55,-40.82,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,539040,2021-03-13 18:26:57:562,,,0.015
4.0715,3.3846,9.3059,3.9914,3.4617,8.2617,-0.6578,-0.489,0.0833,-0.0675,0.291,-0.1539,5.5944,-3.27,-21.8,14.44,160.31,-20.67,-25.79,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,539539,2021-03-13 18:26:58:061,,,0.01
2.1552,5.8792,6.6659,2.52,6.8373,6.5628,0,0,0,0.6039,0.4711,0.6905,8.3916,-3.25,-15.01,16.92,159.75,-36.74,-16.96,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,540128,2021-03-13 18:26:58:650,,,0
3.0575,6.7267,8.076,2.8099,6.3083,6.9628,-0.3225,-0.1819,-0.9627,-0.0304,0.1769,0.2121,5.5944,-6.39,-13.75,17.02,148.44,-40.04,-21.98,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,540539,2021-03-13 18:26:59:061,,,0
1.858,5.5205,5.6159,2.7142,5.904,7.3448,-0.7155,0.0596,-0.8612,-0.0593,-0.8436,-0.0218,5.5944,-6.63,-14.8,16.44,150.8,-37.33,-16.28,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,541040,2021-03-13 18:26:59:562,,,0
3.2842,4.7369,6.344,3.594,5.4516,7.3167,-0.3679,-0.5056,-1.6784,0.1253,-0.0486,0.2243,0.9324,-5.93,-14.84,16.93,147.67,-34.08,-24.35,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,541539,2021-03-13 18:27:00:061,,,-0.01
4.3058,5.3532,7.6601,3.9735,5.0984,7.3748,-0.3427,0.0631,-0.1607,0.0127,-0.132,0.1367,0,-6.81,-14.23,16.59,141.7,-31.33,-28.32,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,542040,2021-03-13 18:27:00:562,,,-0.015
3.8827,4.4749,7.1693,4.3145,4.7548,7.4126,0.3307,0.1388,0.5956,-0.1649,-0.0012,-0.0944,0,-6.21,-15.7,15.61,145.47,-29,-30.2,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,542540,2021-03-13 18:27:01:062,,,-0.025
3.5842,4.8149,5.79,4.4062,4.8047,7.326,0.4364,0.0771,-0.4475,-0.1314,-0.0402,-0.0365,0,-5.53,-15.34,16.68,143.36,-29.22,-31.03,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,543040,2021-03-13 18:27:01:562,,,-0.03
3.947,4.2365,8.693,4.6619,4.4976,7.3626,-0.9706,-0.412,0.6887,0.0953,0.0366,-0.0077,0,-5.89,-16.48,16.13,144.17,-27.26,-32.54,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,543539,2021-03-13 18:27:02:061,,,-0.025
4.3838,4.413,6.3492,4.9254,4.3051,7.306,0.9833,0.0284,-0.216,-0.2305,0.0792,-0.1958,2.7972,-5.79,-15.7,15.55,143.38,-26.04,-33.99,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,544039,2021-03-13 18:27:02:561,,,-0.04
4.7152,3.7201,7.826,4.5882,4.2762,7.5387,-0.9789,-0.3422,0.6047,0.0766,-0.0271,0.0637,0,-6.35,-17.02,16.38,145.96,-25.85,-31.33,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,544540,2021-03-13 18:27:03:062,,,-0.045
4.5014,4.2064,7.0229,4.6924,4.2138,7.5097,0.2493,-0.0806,0.1116,0.0187,0.0285,-0.0574,0,-5.66,-16.75,16.04,145.6,-25.37,-32,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,545039,2021-03-13 18:27:03:561,,,-0.04
4.4221,4.3839,6.9073,4.7,4.2755,7.47,-0.1801,0.2449,-0.3817,0.0101,0.0119,0.0341,2.7972,-5.71,-15.37,15.88,142.95,-25.67,-32.14,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,545540,2021-03-13 18:27:04:062,,,-0.05
5.0829,4.4318,7.7887,4.6785,4.2503,7.4978,0.6567,0.2538,0.5947,-0.0212,-0.0064,0.0121,0.9324,-5.76,-16.11,16.06,144.49,-25.81,-31.76,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,546040,2021-03-13 18:27:04:562,,,-0.055
4.9673,4.3692,8.0329,4.7388,4.2149,7.4799,0.6391,0.1082,0.5493,0.0604,0.0102,-0.0408,4.662,-5.2,-16.24,16.38,146.21,-25.45,-32.36,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,546540,2021-03-13 18:27:05:062,,,-0.045
5.8004,4.8248,9.2087,4.6957,4.2451,7.49,0.108,-0.2158,0.752,0.1028,0.1091,-0.0223,5.5944,-6.4,-15.95,15.64,144.08,-25.75,-32.56,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,547039,2021-03-13 18:27:05:561,,,-0.03
4.1478,4.0248,8.0674,4.4126,4.1769,7.6976,-0.0601,0.0037,-0.2009,-0.1083,-0.0036,0,4.662,-5.85,-16.36,15.91,145.3,-25.61,-30.17,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,547540,2021-03-13 18:27:06:062,,,-0.045
4.5743,4.505,8.3301,4.5309,4.1543,7.6409,-0.0195,0.2613,1.0903,0.0296,-0.0992,0.0468,2.7972,-5.19,-16.02,14.39,148.4,-25.03,-30.43,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,548040,2021-03-13 18:27:06:562,,,-0.05
4.9471,3.9219,7.8304,4.7139,4.0563,7.5826,-0.5114,-0.3917,-0.9931,0.0847,0.0768,-0.0521,4.662,-6.04,-15.68,16.12,144.35,-24.37,-31.85,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,548539,2021-03-13 18:27:07:061,,,-0.04
4.4323,4.0669,6.8608,4.7308,4.0622,7.5689,0.641,0.3009,0.834,-0.1342,0.0236,-0.0586,0,-5.13,-15.54,16.96,145.68,-24.55,-32.09,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,549041,2021-03-13 18:27:07:563,,,-0.045
2.1904,3.0494,4.5478,4.5611,4.1419,7.6296,0.1617,0.0279,1.7706,-0.1454,-0.1764,0.1442,0,-5,-17.14,15.75,148.15,-24.98,-30.87,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,549540,2021-03-13 18:27:08:062,,,-0.055
5.0394,3.797,5.2735,4.8512,3.8056,7.6259,-0.0152,-0.2229,-1.9066,-0.1788,-0.0489,-0.0134,4.662,-6.21,-16.96,16.5,144.63,-22.83,-32.46,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,550039,2021-03-13 18:27:08:561,,,-0.055
4.5517,4.1055,8.2354,4.8501,4.0016,7.5256,-0.6338,0.0061,0.0306,0.0789,-5.00E-04,0.0263,0,-6.48,-16.26,15.13,144.45,-24.08,-32.8,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,550540,2021-03-13 18:27:09:062,,,-0.065
5.0784,4.5057,6.9668,5.0427,3.9168,7.4432,0.2721,0.476,0.2796,-0.0928,-0.0759,0.0048,0,-6.08,-17.51,15.06,146.36,-23.39,-34.14,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,551039,2021-03-13 18:27:09:561,,,-0.065
4.6034,3.7611,8.3609,4.9943,3.9919,7.4359,0.0477,1.0247,-0.8781,0.0179,-0.075,0.0806,0,-6.47,-16.6,15.34,145.16,-24.44,-34.11,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,551540,2021-03-13 18:27:10:062,,,-0.065
4.9994,3.8702,7.2917,4.898,4.1132,7.4338,-0.1478,0.541,0.0215,-0.0634,-0.0154,0.0339,0,-5.48,-16.18,16.01,145.52,-24.38,-33.54,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,552039,2021-03-13 18:27:10:561,,,-0.07
5.1643,4.1674,7.2271,4.9169,4.134,7.4098,0.3778,0.0215,0.9114,0.0781,0.0679,0.0154,5.5944,-5.45,-16.25,15.16,146.2,-24.93,-33.57,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,552539,2021-03-13 18:27:11:061,,,-0.08
4.957,4.4161,7.9115,4.7665,4.1574,7.4945,0.1511,0.1892,0.662,0.0067,0.0422,-0.0377,5.5944,-6.11,-14.61,15.63,142.71,-25.18,-32.54,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,553040,2021-03-13 18:27:11:562,,,-0.065
4.8534,4.3094,8.236,4.7567,4.1423,7.509,-0.7616,-0.317,-0.1244,0.1155,0.0034,0.02,0,-6.21,-15.78,15.16,144.81,-24.69,-32.11,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,553540,2021-03-13 18:27:12:062,,,-0.075
