ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,ECG_DATA_STORE
4.8811,4.4937,6.9094,4.7747,4.4969,7.2904,0.3603,0.1022,0.8458,-0.0043,-0.0563,0.0258,13.986,1.02,-19.73,14.67,162.75,-27.29,-33.22,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,468897,2021-03-13 18:25:47:419,,,-0.765
4.8612,4.4366,7.341,4.9175,4.219,7.3613,0.1692,0.1305,0.3644,-0.0853,-0.1062,0.1399,13.986,1.62,-20,15.38,164.41,-25.48,-33.74,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,469397,2021-03-13 18:25:47:919,,,-0.62
4.8561,3.9875,7.0058,5.067,4.0042,7.3798,0.0019,-0.0407,0.2963,-0.0535,-0.0234,-0.0142,13.986,1.03,-20.49,14.09,162.98,-24.1,-34.47,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,469897,2021-03-13 18:25:48:419,,,-0.37
5.5285,4.3149,7.3331,5.208,3.9687,7.3005,0.2215,0.3464,0.2494,-0.0308,-0.0113,0.0091,13.986,0.84,-20.11,13.81,162.74,-23.97,-34.94,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,470397,2021-03-13 18:25:48:919,,,-0.155
5.2043,4.1989,7.1248,5.2525,3.8719,7.3205,-0.4976,0.114,-1.6158,0.1659,0.0293,0.0119,19.5804,-0.45,-18.73,13.89,159.56,-23.72,-35.77,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,470898,2021-03-13 18:25:49:420,,,-0.17
5.2778,4.0436,7.1912,5.2117,3.8375,7.3677,-0.3586,0.295,0.094,0.0394,0.0203,0.0155,16.7832,0.54,-19.68,13.36,163.63,-23.04,-35.27,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,471397,2021-03-13 18:25:49:919,,,-0.145
4.7579,3.8873,7.6187,5.1507,3.7752,7.4423,-0.9453,0.0442,-0.6182,0.0952,-0.0289,0.0366,19.5804,-0.9,-19.72,12.77,159.81,-22.64,-34.69,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,471898,2021-03-13 18:25:50:420,,,-0.16
4.8349,4.0419,6.802,5.0763,4.128,7.3049,-0.4168,-0.1731,-0.6102,0.0275,0.0141,0.0015,13.986,-0.65,-19.42,12.07,160.03,-25.19,-34.87,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,472397,2021-03-13 18:25:50:919,,,-0.13
4.496,4.0279,6.3584,4.9441,4.1271,7.3955,0.9127,0.4085,1.1009,-0.081,0.0119,-0.0259,13.986,-1.63,-19.11,11.79,158.33,-24.89,-33.76,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,472882,2021-03-13 18:25:51:404,,,-0.145
5.2781,4.1592,7.9925,4.6267,4.2138,7.5504,0.7641,0.2605,-0.1357,-0.0247,0.2147,-0.2006,16.7832,-1.55,-20.66,13.11,159.13,-23.69,-33.4,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,473566,2021-03-13 18:25:52:088,,,-0.125
4.7778,4.8395,7.2719,4.7944,4.0986,7.509,-0.5152,0.196,-1.5485,0.042,0.0448,0.0258,16.7832,-2.17,-19.35,14.13,157.02,-24.7,-32.56,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,473847,2021-03-13 18:25:52:369,,,-0.12
5.195,4.6169,7.3995,5.1445,3.9826,7.3378,-0.9828,0.0401,-1.2706,0.2173,0.0382,0.0132,13.986,-0.73,-19.75,12.78,159.71,-25.81,-35.01,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,474347,2021-03-13 18:25:52:869,,,-0.08
5.784,4.124,8.2569,4.8676,4.1738,7.42,0,0,0,-0.3603,-0.106,0.1076,13.986,0.27,-20.96,12.85,162.2,-24.92,-35.49,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,474847,2021-03-13 18:25:53:369,,,-0.065
5.9779,4.0306,8.8766,4.9963,4.0175,7.4207,0.2977,-0.1908,0.8586,0.0478,0.0704,0.0129,16.7832,-1.15,-20.29,12.52,160.06,-24.58,-34.22,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,475348,2021-03-13 18:25:53:870,,,-0.035
5.9697,4.1117,8.3711,5.3963,3.6077,7.3509,0,0,0,0.0382,0.0628,-0.0609,13.986,-2.6,-20.11,12.92,155.87,-23.7,-34.44,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,475848,2021-03-13 18:25:54:370,,,-0.02
6.2806,3.9684,9.1106,5.2799,3.7273,7.3757,-0.6538,-0.1025,-1.3397,0.1531,0.0235,-0.0221,13.986,-2.31,-19.11,14.73,155.91,-21.85,-32.77,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,476317,2021-03-13 18:25:54:839,,,0.01
4.8332,3.6589,7.4576,5.2067,3.6435,7.4689,0.2619,-0.217,0.1723,-0.1529,0.0418,-0.025,13.986,-2.35,-19.35,13.73,154.27,-24.09,-38.44,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,476817,2021-03-13 18:25:55:339,,,0.035
4.0743,3.3514,6.736,5.0939,3.8983,7.4179,0.1751,0.0657,0.9482,-0.0777,-0.1125,0.1175,16.7832,-2.92,-19.92,14.62,153.94,-22.08,-34.76,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,477309,2021-03-13 18:25:55:831,,,0.08
4.5093,3.7895,7.4754,5.4933,3.9814,7.0811,0,0,0,-0.1164,0.095,-0.1158,13.986,-2.81,-17.74,14.44,152.6,-22.84,-35.34,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,477803,2021-03-13 18:25:56:325,,,0.105
6.1947,3.9007,7.643,5.6212,3.6134,7.1774,0,0,0,-0.0586,-0.0042,0.014,19.5804,-2.95,-18.83,14.35,152.41,-21.62,-38.07,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,478266,2021-03-13 18:25:56:788,,,0.155
5.5767,3.797,7.8492,5.4931,3.7273,7.2183,0.3043,-0.0515,1.1847,0.0302,0.0344,-0.0128,16.7832,-1.06,-19.77,13.62,157.6,-22.34,-37.27,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,478766,2021-03-13 18:25:57:288,,,0.18
5.3937,4.0129,7.5712,5.23,3.808,7.37,0.6957,-0.0137,1.2441,0.1049,0.0064,0.0149,16.7832,-2.01,-20.6,12.29,159.31,-22.85,-35.36,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,479268,2021-03-13 18:25:57:790,,,0.22
6.2929,3.8456,9.3579,5.3725,3.7533,7.2951,-0.6882,-0.1384,-0.9673,-0.0861,-0.0915,0.0475,16.7832,-2.77,-20.6,14.11,155.05,-22.5,-36.37,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,479767,2021-03-13 18:25:58:289,,,0.225
5.4994,3.3025,7.4467,5.486,3.525,7.3246,-0.4074,-0.3431,-0.5277,-0.0423,-0.0153,-0.0296,19.5804,-2.95,-19.2,13.87,152.72,-21.36,-37.33,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,480267,2021-03-13 18:25:58:789,,,0.24
4.9033,3.3025,6.605,5.4059,3.5998,7.3477,-0.4921,-0.19,-0.9602,-0.0719,-0.0309,0.0321,19.5804,-3.35,-19.36,13.01,154.12,-21.54,-36.34,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,480767,2021-03-13 18:25:59:289,,,0.235
4.7135,3.2724,6.1901,5.4133,3.5495,7.3666,0.0478,-0.0281,0.3374,-0.0225,-0.0242,0.0509,16.7832,-2.79,-19.68,15.03,153.21,-21.22,-36.31,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,481266,2021-03-13 18:25:59:788,,,0.245
4.6287,3.3569,6.528,5.2909,3.4464,7.5033,-8.00E-04,-0.009,-0.1518,0.0385,-0.0236,0.0189,19.5804,-2.78,-19.72,13.75,154.58,-20.57,-35.19,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,481767,2021-03-13 18:26:00:289,,,0.225
5.4054,3.9359,6.3813,5.4761,3.5538,7.318,-0.4221,0.064,-0.6391,0.1041,-0.0487,-0.0011,16.7832,-3.18,-19.47,13.93,153.04,-20.76,-36.52,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,482266,2021-03-13 18:26:00:788,,,0.2
6.1735,3.4694,7.6649,5.5409,3.5113,7.2897,-0.1462,-0.2276,-1.0049,-0.1089,0.0071,0.0345,16.7832,-3.11,-19.99,13.43,154.67,-21.25,-37.42,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,482767,2021-03-13 18:26:01:289,,,0.155
5.391,3.9321,7.6645,5.255,3.5337,7.4878,-0.0226,-0.1332,0.3194,0.0362,0.0632,0.0366,19.5804,-3.18,-21.38,14.14,155.44,-21.4,-35.35,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,483266,2021-03-13 18:26:01:788,,,0.115
5.5863,3.625,7.9046,5.2673,3.5032,7.4936,0.0999,-0.0069,1.2417,0.1172,-0.0684,0.0592,16.7832,-3.55,-20.34,13.54,152.89,-20.88,-34.67,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,483767,2021-03-13 18:26:02:289,,,0.075
6.0668,3.7837,7.4952,5.4796,3.5251,7.3293,0.5077,0.0958,1.0893,-0.0456,-0.0721,0.0466,16.7832,-3.51,-19.65,13.92,152.05,-21.07,-36.78,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,484267,2021-03-13 18:26:02:789,,,0.05
5.5706,3.9318,7.7343,5.4981,3.4973,7.3287,0.6311,0.298,1.4919,-0.0642,-0.0028,-0.0048,16.7832,-3.46,-20.62,14.46,154.82,-20.89,-36.88,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,484788,2021-03-13 18:26:03:310,,,0.02
5.0962,3.4581,6.7585,5.4467,3.5994,7.3176,0.2246,-0.2105,0.4131,0.0122,0.0153,-0.0282,16.7832,-2.84,-20.61,13.75,154.95,-21.79,-36.6,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,485267,2021-03-13 18:26:03:789,,,0
5.2987,3.7013,7.8123,5.4543,3.6348,7.2944,-0.8736,0.1109,-0.8133,-0.0269,0.0655,0.0174,16.7832,-3.48,-18.83,14.11,153.11,-21.52,-36.44,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,485766,2021-03-13 18:26:04:288,,,-0.01
5.2303,2.9499,5.8536,5.6745,3.4724,7.2051,0.3718,-0.2414,0.3794,0.2135,-0.0696,-0.0619,16.7832,-2.68,-19.88,13.48,154.62,-20.74,-37.52,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,486266,2021-03-13 18:26:04:788,,,-0.015
6.3986,3.3446,7.7634,5.6525,3.409,7.2525,-0.7015,-0.6483,-1.0186,-0.1126,-0.0911,0.055,16.7832,-2.86,-19.65,13.3,154.46,-20.34,-37.93,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,486767,2021-03-13 18:26:05:289,,,-0.01
6.0747,3.8104,7.2264,5.6896,3.4279,7.2145,0.5779,0.3428,0.4561,0.0156,-0.0553,0.0109,16.7832,-3,-21.23,13.29,155.48,-20.73,-37.69,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,487266,2021-03-13 18:26:05:788,,,-0.01
7.4448,3.4256,8.3099,5.9219,3.2166,7.1242,-0.4667,-0.6834,-0.4127,-0.0656,-0.1521,-0.0087,16.7832,-3.2,-20.63,13.98,153.98,-19.02,-38.88,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,487767,2021-03-13 18:26:06:289,,,-0.005
6.2115,3.085,7.9953,6.0129,3.2482,7.0331,-0.3088,-0.0189,0.0951,-0.1397,0.0333,0.0829,16.7832,-3.27,-19.34,14.58,150.35,-19.5,-40.36,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,488266,2021-03-13 18:26:06:788,,,0
5.1581,2.9506,7.6875,5.7448,3.1908,7.2792,-0.5554,-0.4033,-0.0362,-0.0534,0.0574,-0.0904,13.986,-3.08,-20.82,13.37,155.24,-18.99,-38.28,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,488767,2021-03-13 18:26:07:289,,,0
5.8158,3.6216,7.5883,5.7357,3.347,7.2159,-0.1276,0.3972,-0.0044,-0.0442,0.0012,0.0598,16.7832,-2.24,-20.01,12.76,156.22,-19.91,-38.33,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,489266,2021-03-13 18:26:07:788,,,0
5.4693,2.954,7.9833,5.7047,3.2797,7.2712,-0.5681,-0.4265,0.5111,-0.0911,-0.0216,0.0465,13.986,-2.7,-20.67,14.24,154.16,-19.79,-38.47,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,489766,2021-03-13 18:26:08:288,,,0
5.5398,4.3942,8.2545,5.6727,3.2823,7.2951,-0.03,0.8431,-1.3028,-0.146,-0.0108,0.177,5.5944,-2.03,-19.17,14.27,154.16,-20.34,-38.41,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,490267,2021-03-13 18:26:08:789,,,0
5.993,3.847,6.6005,5.7067,3.41,7.2095,-0.9007,-0.6439,-1.7576,0.0631,-0.1234,0.0216,7.4592,-3.11,-19.72,14.94,152.39,-20.11,-38.08,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,490768,2021-03-13 18:26:09:290,,,-0.005
6.7546,3.126,8.3068,5.9602,3.1671,7.1144,0.4435,-0.0377,-0.5747,-0.0938,0.0203,-0.0588,5.5944,-2.15,-19.51,13.72,154.6,-18.91,-39.51,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,491267,2021-03-13 18:26:09:789,,,-0.01
6.7728,3.126,6.6587,5.9967,3.2074,7.0656,-0.1417,-0.4371,-1.5647,-0.1133,0.1811,-0.0947,7.4592,-3.52,-20.51,14.97,150.71,-19.09,-40.32,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,491766,2021-03-13 18:26:10:288,,,-0.02
4.2179,3.0272,7.014,5.5246,3.1838,7.4507,0.1014,0.0601,0.4294,-0.0945,-0.0107,0.0793,8.3916,-3.23,-19.1,15.9,151.03,-18.94,-36.56,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,492267,2021-03-13 18:26:10:789,,,-0.025
5.746,2.2532,6.7845,5.7098,2.7743,7.4748,-0.0523,-1.0371,0.8235,-0.0858,-0.082,-0.0251,8.3916,-4.32,-18.43,13.49,150.42,-16.43,-37.38,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,492766,2021-03-13 18:26:11:288,,,-0.035
7.6952,2.4796,9.1342,6.0975,2.58,7.2343,1.2251,0.3921,2.3384,0.0055,-0.13,0.1722,8.3916,-3.71,-18.32,14.21,148.52,-15.69,-39.43,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,493267,2021-03-13 18:26:11:789,,,-0.045
7.2075,2.7163,7.7518,6.2771,2.6867,7.0392,0.5918,-0.0122,-0.0326,0.1168,-0.0706,0.073,8.3916,-3.16,-17.71,14.34,149.51,-15.9,-41.72,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,493768,2021-03-13 18:26:12:290,,,-0.055
6.1116,2.6951,7.7969,6.1105,2.7322,7.1671,-0.0356,-0.1871,0.5732,0.1211,0.0228,-0.0787,11.1888,-2.51,-17.36,14.79,147.64,-16.18,-40.45,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,494268,2021-03-13 18:26:12:790,,,-0.055
6.4762,3.5221,7.3116,6.1272,2.9489,7.0663,0.2431,0.6501,-0.1516,-0.0498,0.0393,0.0306,1.8648,-2,-18.57,15.2,151.79,-17.5,-40.93,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,494767,2021-03-13 18:26:13:289,,,-0.06
6.1865,3.4167,7.5931,5.9549,2.9595,7.2077,0.3989,0.3393,0.3581,0.0765,0.0311,0.0109,0.9324,-1.91,-18.44,12.95,153.39,-17.43,-40.1,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,495267,2021-03-13 18:26:13:789,,,-0.06
5.7672,3.4116,7.5961,5.8449,3.0215,7.2718,-0.139,0.252,0.1124,0.0142,-0.0193,0.0236,0,-1.38,-18.03,13.71,154.8,-17.95,-38.79,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,495767,2021-03-13 18:26:14:289,,,-0.06
6.6233,2.8722,8.6006,5.8601,2.9877,7.2734,0.6444,-0.1681,0.7728,0.1081,0.0313,-0.0306,8.3916,-0.77,-19.57,14.24,156.68,-17.74,-38.86,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,496266,2021-03-13 18:26:14:788,,,-0.055
5.6068,2.5521,6.8858,5.7377,2.9018,7.4046,-0.2631,-0.3124,-0.823,-0.066,0.0826,-0.0628,11.1888,-1.96,-18.01,13.72,153.2,-17.21,-37.77,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,496767,2021-03-13 18:26:15:289,,,-0.055
5.1684,2.9201,6.8304,5.6088,2.9672,7.4772,-0.846,-0.5863,-1.0648,-0.0632,0.0585,-0.0356,13.986,-2.34,-18.68,13.7,154.59,-17.36,-37.03,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,497266,2021-03-13 18:26:15:788,,,-0.055
4.7258,3.1718,5.5854,5.7052,2.8912,7.4338,-0.6252,0.3208,-1.03,-0.0337,-0.1056,0.0112,13.986,-2.14,-18.51,13.79,154.48,-17.51,-37.3,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,497767,2021-03-13 18:26:16:289,,,-0.065
6.4834,4.124,5.8495,5.7217,3.002,7.377,-1.6646,-0.1727,-0.8886,0.2471,-0.2818,0.1222,11.1888,-1.99,-19.26,16.8,151.2,-17.83,-37.8,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,498268,2021-03-13 18:26:16:790,,,-0.06
6.9882,4.0132,8.1947,5.9367,2.8233,7.277,0.6549,0.8702,1.4623,-0.0534,0.212,-0.2733,11.1888,-3.29,-18.79,15.34,150.65,-16.73,-39.21,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,498766,2021-03-13 18:26:17:288,,,-0.055
6.2772,3.889,5.9873,5.9652,3.28,7.0589,0.3349,0.5078,-0.9403,-0.2689,0.129,0.0267,4.662,-1.95,-17.86,16,150.28,-18.98,-39.73,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,499266,2021-03-13 18:26:17:788,,,-0.045
5.0127,3.808,6.0513,5.8452,3.5485,7.0294,-0.6955,0.0299,0.1991,0.0291,-0.117,0.2324,0,-2.08,-18.42,16.4,151.04,-20.43,-38.45,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,499767,2021-03-13 18:26:18:289,,,-0.055
6.2437,2.9892,8.1625,6.1643,2.7863,7.0999,0.7359,0.4322,-0.181,-0.2733,0.1953,0.0966,5.5944,-4.38,-17.33,18.25,142.18,-17.52,-42.28,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,500268,2021-03-13 18:26:18:790,,,-0.055
7.808,2.7019,8.2456,6.4033,2.4507,7.0115,0.036,-0.4397,0.9533,0.0808,-0.0782,0.1354,8.3916,-5.06,-15.26,15.81,138.96,-14.47,-42.4,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,500766,2021-03-13 18:26:19:288,,,-0.055
6.2785,3.1424,5.8799,6.5629,2.7652,6.7418,-0.1707,0.4444,-0.9168,-0.084,-0.057,0.1896,4.662,-4.04,-16.21,15.56,142.12,-17.66,-43.65,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,501268,2021-03-13 18:26:19:790,,,-0.055
7.4848,1.8041,5.2899,6.795,1.7359,6.8545,-0.8864,-0.2781,-1.0518,-0.32,0.1962,-0.0267,4.662,-3.75,-16.01,14.69,142.26,-11.49,-44.42,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,501766,2021-03-13 18:26:20:288,,,-0.075
5.4013,3.6637,7.2028,5.7349,2.9655,7.3815,-0.6056,-0.0842,0.235,-0.209,-0.1457,0.1158,0,-4.79,-15.09,14.78,142.11,-16.99,-37.89,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,502266,2021-03-13 18:26:20:788,,,-0.065
6.9766,3.3729,7.5883,6.1943,2.969,6.999,0.9762,0.4501,-0.0272,-0.0164,-0.0333,0.0316,7.4592,-3.35,-16.89,14.95,147.17,-16.45,-41.62,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,502767,2021-03-13 18:26:21:289,,,-0.08
6.2991,3.4526,7.2165,6.1259,3.1071,6.9993,-0.6539,-0.1162,-0.3257,-0.0454,-0.0081,0.2401,0,-3.18,-16.09,14.74,146.37,-19.67,-41.06,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,503266,2021-03-13 18:26:21:788,,,-0.065
2.9863,2.2621,3.4687,6.1473,3.0173,7.0198,-2.4041,-0.2289,-2.5691,-0.1973,-0.5048,0.4415,5.5944,-3.94,-15.72,15.63,143.21,-17.92,-41.21,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,503767,2021-03-13 18:26:22:289,,,-0.08
5.9454,3.153,7.1201,5.98,3.5533,6.9126,-0.3116,-0.3639,0.1684,0.0885,0.1676,-0.2442,5.5944,-3.73,-15.03,15.49,142.96,-20.41,-41.19,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,504267,2021-03-13 18:26:22:789,,,-0.075
7.2057,4.6562,6.6358,6.0608,3.4545,6.8923,0.193,0.8319,2.1478,-0.0023,-0.1211,-0.0596,5.5944,-1.62,-14.84,15.21,146.96,-20.63,-41.33,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,504766,2021-03-13 18:26:23:288,,,-0.09
7.7177,3.5693,7.0434,6.4954,3.4027,6.5116,0.1557,-0.1108,-1.7581,-0.0634,-0.0823,0.053,4.662,-2.32,-16.38,16.86,145.03,-20.64,-43.58,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,505266,2021-03-13 18:26:23:788,,,-0.085
5.5295,4.057,5.1367,6.2413,3.7131,6.5901,-1.3905,0.2835,-1.7362,-0.261,0.0736,-0.031,0,-2.35,-14.38,17.28,141.95,-22.28,-44.42,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,505767,2021-03-13 18:26:24:289,,,-0.105
5.6828,3.7608,6.7883,6.2405,3.7192,6.5875,-1.6618,-0.6047,-0.9198,0.1017,-0.0176,0.0388,0,-2.2,-13.94,16.98,142.55,-22.02,-43.24,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,506266,2021-03-13 18:26:24:788,,,-0.09
6.8747,4.0317,6.5485,6.448,3.6517,6.4233,-1.0056,-0.3274,-1.7984,-0.0314,0.0012,-0.0679,0,-1.02,-15.23,15.47,147.22,-21.86,-45.11,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,506767,2021-03-13 18:26:25:289,,,-0.11
6.322,3.6472,6.0321,6.4508,3.6903,6.3984,0.2392,0.0467,-0.7077,-0.0959,0.0407,0.0742,5.5944,-1.9,-14.09,15.69,142.7,-22.52,-45.06,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,507266,2021-03-13 18:26:25:788,,,-0.095
3.762,2.2197,7.8123,4.0917,3.359,8.255,-1.2579,-1.185,3.6873,-0.2303,-0.0844,-0.1383,4.662,-3.5,-22.22,11.86,161.66,-20.83,-25.87,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,507766,2021-03-13 18:26:26:288,,,-0.11
4.6745,3.5385,7.2815,5.0548,3.7583,7.5163,0.0585,-0.0778,0.0738,0.1911,-0.045,0.1743,0.9324,-3.43,-17.24,15.45,151.87,-22.47,-32.78,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,508267,2021-03-13 18:26:26:789,,,-0.1
4.3274,2.8815,5.6343,5.2788,3.6109,7.4341,-0.8584,0.0717,-1.3493,0.0489,-0.1717,0.1388,1.8648,-4.39,-15.33,15.11,145.83,-21.61,-35.38,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,508766,2021-03-13 18:26:27:288,,,-0.085
6.0306,3.9893,7.5879,5.5737,3.662,7.1898,0.8269,0.3828,0.1775,-0.0637,0.018,-0.0204,5.5944,-4.5,-15.56,15.88,145.53,-21.78,-37.08,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,509266,2021-03-13 18:26:27:788,,,-0.025
5.6366,4.1418,6.9836,5.5581,3.6424,7.2118,-0.2289,-0.0431,-0.1536,-0.0256,-0.0601,0.0454,0.9324,-3.09,-16.47,15.47,148.31,-21.83,-37.37,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,509767,2021-03-13 18:26:28:289,,,0.01
5.1441,3.7752,6.7035,5.459,3.7484,7.2332,-0.5388,0.4109,-0.4937,2.00E-04,-0.0039,-0.0061,0.9324,-3.64,-16.2,14.9,146.41,-22.14,-37.08,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,510267,2021-03-13 18:26:28:789,,,0.01
5.7156,4.5201,6.3905,5.558,3.7601,7.1513,-0.0159,0.6199,-0.827,-0.1227,0.012,-0.0275,0,-3.63,-17.36,14.2,148.13,-23.2,-38.2,2,0,13.026552,77.58549,2668.94,NaN,60.41,32.048534,192,21 / 29,510766,2021-03-13 18:26:29:288,,,0.1
